Id,Sentiment,Pasangan Calon,Text Tweet
177,Positif,Agus-Sylvi,saya pikir target AHY dalam pilkada kemarin adalah untuk membangun sentimen positif
178,Positif,Agus-Sylvi,"Jadi, tolong hargai sikap saya dan beberapa pendukung AHY yang memilih bersikap netral di putaran kedua Pilkada DKI 2017 ini."
179,Positif,Agus-Sylvi,Pilkada Rasa Pilkades kata mas @panca66 tidak ada AHY tidak rame
180,Positif,Agus-Sylvi,di pilkada putaran pertama kemarin saya membuat kaos AHY sendiri untuk dibagi-bagikan dilingkungan saya Utan Kayu Jaktim.
181,Positif,Agus-Sylvi,"tetap semangat dukung AHY-Sylvi sampai pilkada terlaksana, yakin dan tentukan pilihan anda kepada yang pro rakyat."
182,Positif,Agus-Sylvi,Salah satu cara AHY-Silvy menang pilkada itu mudah. Ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan Dijamin pada segan
183,Positif,Agus-Sylvi,Maju terus AHY-Silvy dan Anies-Sandi BerSATU bersama menangkan pilkada DKI #pilihpemimpinmuslim #Debat2PilkadaDKI
184,Positif,Agus-Sylvi,Kita tunggu kualitas jiwa Anies Sandi..apa ucapan atas peran suara loyalis AHY-Silvy dalam kemenangan pilkada ini #BasukiKeokMasukBui
185,Positif,Agus-Sylvi,"Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru"
186,Positif,Agus-Sylvi,saya lebih ke #AgusSilvy
187,Positif,Agus-Sylvi,Cakeeepppp....#bersatunya pendukung #AniesSandi dan #agussilvy
188,Positif,Agus-Sylvi,Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1 https://twitter.com/Ruchan_JKT48/status/830605267070902274
189,Positif,Agus-Sylvi,Sinyal Positif Agus-Sylvi Merapat ke Anies-Sandi #PilkadaDKIJakarta #agussilvy https://www.harianbernas.com/berita-32894-Sinyal-Positif
190,Positif,Agus-Sylvi,@ArainsanR @fadlizon @AhyFansclub @AniesSandiNo3 @Gerindra @PDemokrat SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy
191,Positif,Agus-Sylvi,"@AhyFansclub Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy"
192,Positif,Agus-Sylvi,"Mengakui kekalahan, apapun itu tujuannya tapi great applause lah. Patut ditiru untuk demokrasi yang positif #AgusSilvy"
193,Positif,Agus-Sylvi,Salut! @AgusYudhoyono & Mpok Silvy dengan mengakui kemenangan Paslon lain. #agussilvy #Salam2Jari #KitaNKRI #TetapSemangat #PilkadaDKI
194,Positif,Agus-Sylvi,"baru quick count,Ttp kalau hasil kpud benar sampai 2putaran SIAP RAPAT KAN BARISAN SEMUA! SATU KOMANDO! #aniessandi #agussilvy"
195,Positif,Agus-Sylvi,"youtu.be/bxrZD69u61A  tenang, bening, ..dan tulus. Mas Agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy"
196,Positif,Agus-Sylvi,Mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #PilkadaSerentak2017 #ahokdjarot #agussilvy #AniesSandi
197,Positif,Agus-Sylvi,Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy
198,Positif,Agus-Sylvi,"Ingat, fokus dan menangkan #AHY #AgusYudhoyono #RakernasDemokrat2017 #DemokratKelilingNusantara @AgusYudhoyono @SBYudhoyono"
199,Positif,Agus-Sylvi,Rakernas Partai Demokrat bersama AHY #ahy #partaidemokrat #lombok #gilitrawangan #mataramâ€¦ https://www.instagram.com/p/BTzMrEdliY4/
200,Positif,Agus-Sylvi,"Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB."
201,Positif,Agus-Sylvi,Ngawal Abang dulu keliling Ampenan #AHY #fkppi #kawal #bodyguard #military #myjob https://www.instagram.com/p/BTySqVcjLv5/
202,Positif,Agus-Sylvi,Ada apa dengan #AHY knp disetiap acara nya massa membludak?Krn rakyat melihat harapan utk AHY memimpin negara ini dimasa yg dtg. #AHYforAll
203,Positif,Agus-Sylvi,"Kekalahan adalah sukses yg tertunda, bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan #AHY"
204,Positif,Agus-Sylvi,Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat
205,Positif,Agus-Sylvi,#AHY#Demi.Indonesia
206,Positif,Agus-Sylvi,mestinya ya begitu ya Gus....#AHY negarawan.
207,Positif,Agus-Sylvi,"Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti."
208,Positif,Agus-Sylvi,#Karanganbungaahok jagoan kalah duluan ...klu gitu #Ahy dong jagoannya bukan ahok
209,Positif,Agus-Sylvi,#ahy
210,Positif,Agus-Sylvi,Pesan #AHY jangan lupa gembira dan cinta Indonesia
211,Positif,Agus-Sylvi,Salam untuk kaum muda. Hormat pada yang tua. #AHY
212,Positif,Agus-Sylvi,#AHY#TheNextLeader#AHY#AdalahKita
213,Positif,Agus-Sylvi,Mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #AHY menyongsong masa depan
214,Positif,Agus-Sylvi,"Langkah ""Kuda"" Agus Yudhoyono -> https://goo.gl/95ldom  #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta"
215,Positif,Agus-Sylvi,Datang tampak muka pulang tampak punggung. Terima kasih Kepri #DemokratKelilingNusantara #AHY
216,Positif,Agus-Sylvi,Aku pada #AHY pemimpin muda
217,Positif,Agus-Sylvi,"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS"
218,Positif,Agus-Sylvi,Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat
219,Positif,Agus-Sylvi,#Setia HinggAHY akhir #Harapan #MasaDepanBangsa @PDemokrat @SBYudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @Edhie_Baskoro
220,Positif,Agus-Sylvi,#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja
221,Positif,Agus-Sylvi,#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi
222,Positif,Agus-Sylvi,#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat
223,Positif,Agus-Sylvi,Keren #AHY
224,Positif,Agus-Sylvi,"Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya"
225,Positif,Agus-Sylvi,Mas Agus kasih kuliah umum nih #AHY
226,Positif,Agus-Sylvi,"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) â€”"
227,Positif,Agus-Sylvi,insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...
228,Positif,Agus-Sylvi,Hmmmm calon tokoh dunia #AHY
229,Positif,Agus-Sylvi,Kini #AHY Lebih Gembira
230,Positif,Agus-Sylvi,Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #SemogaAmanah #JakartauntukRakyat
231,Positif,Agus-Sylvi,bisa dipastikan sebagian besar voter #AHY akhirnya memilih @aniesbaswedan #pilkadaDKI #indonesia #saveNKRI
232,Positif,Agus-Sylvi,Dan kita tetap #AHY
233,Positif,Agus-Sylvi,"Logikanya pemilih #AHY putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di Jakarta."
234,Positif,Agus-Sylvi,Suara pemilih #AHY pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. Selamat Jakarta punya gubernur baru.
235,Positif,Agus-Sylvi,"Olahraga dulu, AHY datang ke TPS siang hari https://goo.gl/fb/ht6PDZ  #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps"
236,Positif,Agus-Sylvi,AHY Bergaya Sporty  ke TPS #AHY #TPS #PilkadaDKI #lampost
237,Positif,Agus-Sylvi,"Saat #PilkadaDKI Putaran Pertama, kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati"
238,Positif,Agus-Sylvi,Setelah sebelumnya tidak pernah peduli #AHY
239,Positif,Agus-Sylvi,Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.
240,Positif,Agus-Sylvi,Bagaimana pun suara Pendukung #AHY akan menentukan kemenangan salah satu Paslon.
241,Positif,Agus-Sylvi,Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3
242,Positif,Agus-Sylvi,Yuk #AHY Fans dukung dan menangkan #GubernurMuslim
243,Positif,Agus-Sylvi,"Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt"
244,Positif,Agus-Sylvi,"bu Sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. Contoh perempuan betawi tulen !"
245,Positif,Agus-Sylvi,"saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang"
246,Positif,Agus-Sylvi,"Begitu tulus, begitu menyenangkan... Insyaallah ada jalan bu @sylviana_murni"
247,Positif,Agus-Sylvi,"#AHY Pemimpin, harapan, masa depan Bangsa. @SBYudhoyono @AgusYudhoyono @Edhie_Baskoro @hincapandjaitan @isari68"
248,Positif,Agus-Sylvi,#ahy terbaik
249,Positif,Agus-Sylvi,"Postingan 28 Januari 2017, meneduhkan. Tetep #AHY"
250,Positif,Agus-Sylvi,"Salam ""Wallahulmuwafiq IlaAqwamithoriq @sandiuno mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY @AgusYudhoyono"
251,Positif,Agus-Sylvi,Saya selalu suka dengan orang yang berjiwa besar #AHY
252,Positif,Agus-Sylvi,@AhyCenter AHY R1 2019.. boleh kalah di Pilgub #AHY @Agus_Yudhoyono
253,Positif,Agus-Sylvi,"WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat."
254,Positif,Agus-Sylvi,#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu
255,Positif,Agus-Sylvi,"Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut  https://goo.gl/fb/8fH7wi  #nasional"
256,Positif,Agus-Sylvi,Waktu itu .... ah sudahlah <Frowning Face> @didienAZHAR: #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>
257,Positif,Agus-Sylvi,Aku dari dulu Agus Harimurti Yudhoyono Lovers #AHYLovers Dari dulu Annisa Larasati Pohan Lovers  #ALPLovers Bukan mendadak #AHY
258,Positif,Agus-Sylvi,Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY  #Awesome
259,Positif,Agus-Sylvi,Bangga melihat pernyataan #AHY ini. Ksatria.
260,Positif,Agus-Sylvi,"Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #AHY?  <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY> "
261,Positif,Agus-Sylvi,#AHY juga bagus programnya mengenai Persija
262,Positif,Agus-Sylvi,Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES> 
263,Positif,Agus-Sylvi,Wah.diam2 mereka jadi *tersepona dengan pesonanya  #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ
264,Positif,Agus-Sylvi,#AHY dukung #HariSantriNasional 
265,Positif,Agus-Sylvi,"Dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #AHY bisa dikatakan memiliki Jiwa Santri, walaupun belum pernah mondok"
266,Positif,Agus-Sylvi,Marasa beruntung sekali <SIGN OF THE HORNS> #ahy
267,Positif,Agus-Sylvi,Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>
268,Positif,Agus-Sylvi,"AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana  <FOLDED HANDS> <FOLDED HANDS>"
269,Positif,Agus-Sylvi,Kemenangan Anis Sandi  <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>
270,Positif,Agus-Sylvi,Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini... 
271,Positif,Agus-Sylvi,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa
272,Positif,Agus-Sylvi,"[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017."
273,Positif,Agus-Sylvi,#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#
274,Positif,Agus-Sylvi,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>
275,Positif,Agus-Sylvi,#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017
276,Positif,Agus-Sylvi,Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY
277,Positif,Agus-Sylvi,Politik santun dan bermartabat. <FOLDED HANDS> #AHY
278,Positif,Agus-Sylvi,"Heboh, AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional"
279,Positif,Agus-Sylvi,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan
280,Positif,Agus-Sylvi,[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com
281,Positif,Agus-Sylvi,"yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>"
282,Positif,Agus-Sylvi,Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>
283,Positif,Agus-Sylvi,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat! 
284,Positif,Agus-Sylvi,"diberi nikmat bersyukur, diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>"
285,Positif,Agus-Sylvi,Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY
286,Positif,Agus-Sylvi,Jiwa besarnya teladan bagi kita semua... <Oncoming Fist>  <Oncoming Fist>  <Face Blowing a Kiss>
287,Positif,Agus-Sylvi,Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY
288,Positif,Agus-Sylvi,Pemimpin muda masa depan #AHY  <Raising Hands> <Raising Hands> <Raising Hands>
289,Positif,Agus-Sylvi,Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES>  @agusyudhoyono #AHY #ahy… https://www.instagram.com
290,Positif,Agus-Sylvi,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY
291,Positif,Agus-Sylvi,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang
292,Positif,Agus-Sylvi,keikhlasan berkorban #AHY tak bakal sia2 non
293,Positif,Agus-Sylvi,@AgusYudhoyono tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini  <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>  #ahy #wpap #art
294,Positif,Agus-Sylvi,"AHY, Mundur Selangkah Untuk Melompat Tinggi   https://goo.gl/2LMaBG  #News #AHY"
295,Positif,Agus-Sylvi,Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>
296,Positif,Agus-Sylvi,"Jika sudah waktu nya, akan datang untuk nya ... #AHY"
297,Positif,Agus-Sylvi,Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY
298,Positif,Agus-Sylvi,Nunggu skenario selanjutnya..... #AHY
299,Positif,Agus-Sylvi,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>
300,Positif,Agus-Sylvi,"Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit, sungguh tidak sulit untuk deklarasi ini"
301,Negatif,Ahok-Djarot,"Catat, Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017"
302,Negatif,Ahok-Djarot,"Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas, tak mudah diprovokasi isue SARA, tapi kok..#GombalinAhok"
303,Negatif,Ahok-Djarot,"Hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok"
304,Negatif,Ahok-Djarot,"Sedih, kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah"
305,Negatif,Ahok-Djarot,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF  #seruji #fokus #pilkadadki2017
306,Negatif,Ahok-Djarot,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd  #seruji #fokus #pilkadadki2017
307,Negatif,Ahok-Djarot,"Langsung deh, cuitan curang lah, black campaign lah, nongol.. Katanya legowo, itu demokrasi bukan namanya hahaa #pilkadadki2017"
308,Negatif,Ahok-Djarot,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot
309,Negatif,Ahok-Djarot,"#pilkadadki2017 masa tenang aja masih ada yang curang, apalagi pemilihan yaa hati2 aja, awasin tuh yang kemarin ketahuan bagi2 sembako"
310,Negatif,Ahok-Djarot,Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin
311,Negatif,Ahok-Djarot,Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2
312,Negatif,Ahok-Djarot,"Syukur, lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017"
313,Negatif,Ahok-Djarot,Penista Agama #ahok
314,Negatif,Ahok-Djarot,"#Sembako itu kan rejeki #ahoker , kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017."
315,Negatif,Ahok-Djarot,Ahokers tukang plintir...lihat nehh!! @basuki_btp @AhokDjarot @WagubDKI @VivaRevolusi @tempodotco @republikaonline #PilkadaDki2017
316,Negatif,Ahok-Djarot,"#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya, jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS"
317,Negatif,Ahok-Djarot,Tidak rumit membedakan antara yang hitam dan putih dalam #PilkadaDKI2017 Sangat jelas siapa yang paling doyan gaduh
318,Negatif,Ahok-Djarot,Harus dan pasti Gubernur baru... Yang lama udah bosan #pilkadadki2017
319,Negatif,Ahok-Djarot,"Kalau saya warga DKI, maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @PartaiSocm"
320,Negatif,Ahok-Djarot,"Kalau Ahok lawannya Djarot, aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201"
321,Negatif,Ahok-Djarot,"#Apakah ini hoaks Ingat, Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017"
322,Negatif,Ahok-Djarot,Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017
323,Negatif,Ahok-Djarot,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1 #AhokDjarot #PilkadaDki2017
324,Negatif,Ahok-Djarot,Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD
325,Negatif,Ahok-Djarot,Dilarang Pilih Cagub Nonmuslim? Habib: Pilih Djarot! #PilkadaDKI2017
326,Negatif,Ahok-Djarot,Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017
327,Negatif,Ahok-Djarot,bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017
328,Negatif,Ahok-Djarot,MUI Sesalkan Pemberian Gelar Sunan untuk Ahok http://dlvr.it/NtX57V  #Nasional #MUI #PilkadaDKI2017
329,Negatif,Ahok-Djarot,"kemungkinan yang saya lihat, #Ahok kalah di #pilkadadki2017 lebih besar daripada menang."
330,Negatif,Ahok-Djarot,Pengamat: Polisi Terkesan Berpihak Pada Ahok https://goo.gl/fb/lcnUH2 #seruji #fokus #pilkadadki2017
331,Negatif,Ahok-Djarot,Kubu BaDja Sindir Anies Soal Spanduk Jakarta Bersyariah - #PilkadaDki2017 #Ahok-Djarot #AniesBaswedan #Ahok #Jakarta
332,Negatif,Ahok-Djarot,http://youtu.be/NkMX90Am3aY  Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok
333,Negatif,Ahok-Djarot,"Turun pangkat saja @ahok, Jakarta tidak butuh penista agama seperti kamu iya kamu"
334,Negatif,Ahok-Djarot,Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem
335,Negatif,Ahok-Djarot,Jika PKB dukung #AhokPenistaAgama di #PilkadaDKI2017 putaran ke2 maka siap-siap saja ditinggalkan pemilih umat Islam di pemilu 2019.
336,Negatif,Ahok-Djarot,"Waduh! , Ahok-Djarot Gunakan APBD Untuk Alat Kampanye Putaran Kedua http://dlvr.it/NTY5vW"
337,Negatif,Ahok-Djarot,"Sedihnya hari ini, Indonesia hanya sebatas Jakarta, Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot"
338,Negatif,Ahok-Djarot,"Pak Djarot menangis, @addiems pimpin #NyanyianUntukAhok. Ada apa ya? Cek http://goo.gl/7iUqa0  #AhokDjarot #BalaiKota #VisuallyYours"
339,Negatif,Ahok-Djarot,Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok https://www.instagram.com/p/BT8dsSfhP3L/
340,Negatif,Ahok-Djarot,"Ohh jadi mereka itu tertib karena #AhokDjarot ya, terus ada gub baru mereka tidak tertib lagi"
341,Negatif,Ahok-Djarot,"Kafirrrrrr dan menista ya??!#SaveAhok #RIPJUSTICEINDONESIA #Ahok #AhokDjarot â€” iqra, iqra, iqra !!! http://www.nu.or.id"
342,Negatif,Ahok-Djarot,Lihat raut wajah bpk Djarot bikin miris. Sabar & kuatkan @AhokDjarot @basuki_btp #IndonesiaBerkabung #AhokDjarot
343,Negatif,Ahok-Djarot,"Remuk, negara nyata dalam ""pembohongan"". Sangat nyata.... masih belum terasa? Sejak dulu dan saat ini. Mulai Pakai OTAK. #Ahok #AhokDjarot"
344,Negatif,Ahok-Djarot,Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope
345,Negatif,Ahok-Djarot,Remuk hatiku lihat Beliau  #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope
346,Negatif,Ahok-Djarot,Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope
347,Negatif,Ahok-Djarot,"Mental Tempe jadi benci Hukum Indonesa, mental BadJa terus berjuang. #indonesia #indonesiasatu #pancasila #AhokDjarot #AhokIsHope #Ahok"
348,Negatif,Ahok-Djarot,Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran
349,Negatif,Ahok-Djarot,Ada tangis sedih Pak Djarot pd #ParadeNyanyianUntukAhok yg dipimpin @addiems di Balai Kota. Cek http://goo.gl/7iUqa0  #AhokDjarot
350,Negatif,Ahok-Djarot,Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot
351,Negatif,Ahok-Djarot,habiburokhman sindir #Ahok via #puisi #Sembako http://obsessionnews.com #AniesSandiGubernurKita #AhokDjarot #Aniesâ€¦ https://twitter.com
352,Negatif,Ahok-Djarot,Buahahahhaha!! Emang siapa yang merayakan? Bisa gak pendukungmu merayakan tanpa di bayar? #AhokDicintaiRakyat #AhokDjarot #Ahok @detikcom
353,Negatif,Ahok-Djarot,#ahokdjarot #kpudkijakarta #sumarmo Saksi Ahok-Djarot Tolak Tandatangani Rekapitulasi Suara Pilkada http://dlvr.it/P1dBNY
354,Negatif,Ahok-Djarot,"Bagaimana dengan #AhokDjarot Pak @jokowi ? Mereka, khususnya #Ahok di abused tiap hari oleh kaum Islamist radicals"
355,Negatif,Ahok-Djarot,DEDDY CORBUZIER SINDIR KARANGAN BUNGA AHOK. #indoharian #ahok #djarot #ahokdjarot #karanganbunga #DKI #Jakarta #DKIJakarta #memepolitik
356,Negatif,Ahok-Djarot,"Bawa #Ganja, #Polisi Ciduk #Penyanyi Pro #Ahok http://obsessionnews.com #AhokDjarot #iwak #anies #AniesSandi #PilkadaDKI #pilkadajakarta	"
357,Negatif,Ahok-Djarot,"Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot , geli sama kalimat-kalimat dalam #karanganbungaahok ."
358,Negatif,Ahok-Djarot,"Yah namanya juga manusia, suka khilaf. Yang paling disayang A...yang diajak buat komitment B, paling ujung-ujungnya nyesel. #AhokDjarot"
359,Negatif,Ahok-Djarot,Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot
360,Negatif,Ahok-Djarot,"#AhokDjarot, untuk yang menang kerja aja dulu jangan banyak nuntut. Belom belom kok banyak maunya. #Jakarta #tanyakenapa"
